Degree,Major,Skills,Certifications,GPA,Internship_Experience,Number_of_Projects,Job_Role
MCA,Data Science,"C++, Deep Learning, Docker, Machine Learning, PHP, Python, TensorFlow",Cisco,,3.0,3,AI Engineer
B.Sc,Information Technology,"C++, Deep Learning, Machine Learning, MongoDB, Python, TensorFlow",None,8.59,1.0,6,AI Engineer
BCA,Computer Science,"Git, JavaScript, Node.js",None,7.46,1.0,3,Frontend Developer
M.Tech,Information Technology,"AWS, Azure, Docker, Kubernetes, Linux, Machine Learning",Google Cloud,7.64,2.0,2,Cloud Engineer
M.Tech,Electronics,"AWS, Deep Learning, Kubernetes, Machine Learning, MongoDB, Python, SQL",Google Cloud,8.43,1.0,4,Data Scientist
B.Tech,Information Technology,"AWS, Azure, Kubernetes, Machine Learning",AWS,9.44,2.0,4,Cloud Engineer
M.Tech,Computer Science,"Deep Learning, Git, Machine Learning, Python, SQL, TensorFlow",Google Cloud,8.49,2.0,3,Data Scientist
B.Sc,Data Science,"C++, Deep Learning, Java, Machine Learning, Python, TensorFlow",None,8.84,2.0,5,AI Engineer
B.E,Information Technology,"AWS, Azure, Docker, Kubernetes",AWS,8.27,1.0,2,Cloud Engineer
B.Sc,Data Science,"Deep Learning, Machine Learning, Python, SQL, TensorFlow",AWS,8.33,2.0,3,Data Scientist
B.Sc,Information Technology,"Git, Java, Linux, Machine Learning, Node.js, Python, SQL",AWS,7.06,1.0,4,Backend Developer
BCA,Computer Science,"Azure, Linux, PHP, React",AWS,,1.0,6,Frontend Developer
B.Tech,Computer Science,"Azure, C++, Machine Learning, Python, TensorFlow",AWS,8.29,2.0,5,AI Engineer
B.Sc,Computer Science,"Azure, Docker, JavaScript, React",AWS,9.91,1.0,5,Frontend Developer
B.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux",None,7.29,0.0,1,Cloud Engineer
B.Tech,Data Science,"AWS, C++, Git, Java, Machine Learning, Python",AWS,6.2,2.0,3,Software Developer
B.Tech,Computer Science,"AWS, Docker, Linux",Azure,7.21,2.0,2,Cloud Engineer
B.Sc,Data Science,"JavaScript, Kubernetes, Node.js, PHP, React",None,7.36,,3,Frontend Developer
BCA,Data Science,"C++, Java, JavaScript, Python, SQL, TensorFlow",None,7.06,1.0,3,Software Developer
B.E,Electronics,"AWS, Azure, Docker, Git, JavaScript, Linux, Python",Azure,8.37,2.0,2,DevOps Engineer
B.Tech,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux",AWS,6.17,1.0,1,Cloud Engineer
B.Tech,Computer Science,"AWS, Azure, C++, Docker, Git, Kubernetes, Linux, MongoDB, Python",Azure,8.24,1.0,3,DevOps Engineer
MCA,Electronics,"C++, Deep Learning, JavaScript, Machine Learning, Node.js, Python, TensorFlow",None,8.34,2.0,6,AI Engineer
B.Tech,Computer Science,"Azure, Git, Java, JavaScript, Python, SQL",AWS,8.23,2.0,5,Backend Developer
M.Tech,Information Technology,"Deep Learning, Docker, Machine Learning, Python",None,9.1,2.0,3,AI Engineer
MBA,Computer Science,"C++, Git, Java, JavaScript, React, SQL",AWS,6.97,2.0,1,Software Developer
BCA,Data Science,"Git, Java, Kubernetes, Node.js, Python, SQL",None,,1.0,3,Backend Developer
BCA,Electronics,"C++, Git, Java, JavaScript, Node.js, Python",None,8.25,1.0,2,Software Developer
B.Tech,Information Technology,"Java, JavaScript, Node.js, Python",None,7.61,1.0,3,Backend Developer
B.Sc,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux",AWS,7.59,0.0,1,DevOps Engineer
M.Tech,Data Science,"Docker, Git, Java, SQL",None,8.77,3.0,3,Backend Developer
M.Tech,Information Technology,"AWS, MongoDB, Node.js, Python, React, SQL",Google Cloud,8.89,0.0,5,Backend Developer
B.Tech,Information Technology,"Git, Java, MongoDB, Python, SQL",None,7.57,1.0,2,Backend Developer
B.E,Information Technology,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python, TensorFlow",AWS,8.74,3.0,3,DevOps Engineer
MCA,Computer Science,"MongoDB, Python, SQL",Cisco,7.86,1.0,1,Backend Developer
B.Tech,Computer Science,"Git, MongoDB, Python, TensorFlow",None,,1.0,3,Backend Developer
B.Sc,Computer Science,"C++, Git, Java, MongoDB, Node.js, SQL",AWS,8.06,2.0,4,Backend Developer
MCA,Electronics,"C++, Git, Java, JavaScript, Python, SQL",Azure,7.53,,4,Software Developer
BCA,Computer Science,"JavaScript, PHP, React",AWS,9.37,0.0,3,Frontend Developer
B.Tech,Information Technology,"AWS, Docker, Git, Linux, PHP",PMP,7.04,2.0,1,DevOps Engineer
MCA,Computer Science,"Azure, Deep Learning, Git, Machine Learning, Python, TensorFlow",AWS,8.0,1.0,2,Data Scientist
B.Tech,Data Science,"Git, Linux, MongoDB, Node.js, Python, SQL",None,7.46,0.0,2,Backend Developer
B.Tech,Data Science,"Azure, Git, JavaScript, MongoDB, Node.js, PHP, React",Google Cloud,7.23,2.0,4,Frontend Developer
B.Sc,Data Science,"C++, Deep Learning, Machine Learning, Python, SQL, TensorFlow",Google Cloud,8.55,,4,AI Engineer
B.E,Computer Science,"Azure, C++, Deep Learning, JavaScript, Machine Learning, Python, TensorFlow",None,8.58,1.0,3,AI Engineer
M.Tech,Electronics,"C++, Deep Learning, Machine Learning, TensorFlow",None,7.95,3.0,7,AI Engineer
M.Tech,Electronics,"AWS, Azure, Docker, Kubernetes, Linux",Cisco,8.46,2.0,1,Cloud Engineer
B.Tech,Information Technology,"Deep Learning, JavaScript, Kubernetes, Machine Learning, Python, TensorFlow",None,8.18,1.0,1,AI Engineer
B.Tech,Information Technology,"Deep Learning, Machine Learning, Python, TensorFlow",None,7.04,2.0,3,AI Engineer
M.Tech,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python",Cisco,7.28,0.0,4,DevOps Engineer
B.Sc,Electronics,"Git, Java, MongoDB, Node.js, Python",None,6.71,2.0,2,Backend Developer
M.Tech,Computer Science,"AWS, Deep Learning, Kubernetes, Machine Learning, Python, SQL, TensorFlow",Azure,6.96,2.0,6,Data Scientist
M.Tech,Computer Science,"AWS, Azure, Docker, Linux",AWS,8.22,1.0,3,Cloud Engineer
MCA,Information Technology,"Git, Java, MongoDB, Python, SQL",,7.7,1.0,2,Backend Developer
B.Tech,Computer Science,"AWS, Deep Learning, Machine Learning, Python, SQL, TensorFlow",None,8.06,2.0,6,Data Scientist
M.Tech,Data Science,"Deep Learning, Machine Learning, Node.js, PHP, Python",Google Cloud,7.85,1.0,4,AI Engineer
MCA,Information Technology,"C++, Deep Learning, Machine Learning, MongoDB, Node.js, Python",Google Cloud,7.17,3.0,7,AI Engineer
M.Tech,Computer Science,"AWS, Azure, Docker, Git, Java, JavaScript, Kubernetes, Python",AWS,8.41,1.0,3,DevOps Engineer
B.Sc,Data Science,"Machine Learning, Python",None,7.69,2.0,5,Data Scientist
MCA,Data Science,"Deep Learning, Java, Linux, MongoDB, Node.js, Python, SQL",None,7.18,1.0,1,Backend Developer
MCA,Computer Science,"C++, Git, JavaScript, React",Google Cloud,7.93,2.0,7,Frontend Developer
BCA,Computer Science,"Git, Java, JavaScript, MongoDB, Node.js, Python, SQL",Azure,9.27,1.0,3,Software Developer
MCA,Information Technology,"C++, Deep Learning, Machine Learning, Python, TensorFlow",None,9.15,3.0,4,AI Engineer
B.Tech,Data Science,"AWS, Deep Learning, Machine Learning, Python, SQL, TensorFlow",None,8.73,3.0,3,Data Scientist
BCA,Data Science,"AWS, Git, Java, MongoDB, Node.js",None,7.18,1.0,3,Backend Developer
M.Tech,Information Technology,"Deep Learning, JavaScript, Machine Learning, Python, React, TensorFlow",AWS,7.71,1.0,4,AI Engineer
BCA,Information Technology,"C++, Git, JavaScript, MongoDB, Python, SQL",None,7.87,2.0,3,Software Developer
B.Tech,Data Science,"AWS, Azure, C++, Docker, Kubernetes, Linux",AWS,7.65,2.0,2,DevOps Engineer
B.Tech,Computer Science,"AWS, Azure, Deep Learning, Docker, Kubernetes, Linux",AWS,8.15,1.0,3,Cloud Engineer
M.Tech,Information Technology,"AWS, Azure, Docker, Kubernetes",Azure,8.26,1.0,2,Cloud Engineer
MCA,Computer Science,"AWS, C++, Deep Learning, Kubernetes, Machine Learning, Python, SQL, TensorFlow",AWS,8.57,1.0,1,Data Scientist
MCA,Computer Science,"Docker, Git, Linux",Google Cloud,8.09,2.0,4,DevOps Engineer
BCA,Computer Science,"Git, Java, MongoDB, Node.js, PHP, SQL",Google Cloud,7.98,2.0,1,Backend Developer
M.Tech,Computer Science,"Azure, C++, Deep Learning, Machine Learning, Python, TensorFlow",AWS,9.41,3.0,6,AI Engineer
M.Tech,Computer Science,"AWS, C++, Deep Learning, Machine Learning, Python, React, TensorFlow",Google Cloud,8.37,2.0,5,AI Engineer
B.Tech,Information Technology,"Docker, Git, Java, Node.js",None,8.28,0.0,2,Backend Developer
B.Sc,Information Technology,"C++, Deep Learning, Machine Learning, Python, React",Google Cloud,8.04,1.0,3,AI Engineer
BCA,Data Science,"C++, Deep Learning, Linux, Machine Learning, Python",AWS,7.61,2.0,4,AI Engineer
MCA,Computer Science,"Azure, Deep Learning, Machine Learning, Python, TensorFlow",None,8.31,3.0,3,AI Engineer
MCA,Electronics,"Git, Python, SQL",Azure,6.21,2.0,2,Backend Developer
B.Tech,Computer Science,"Git, Java, JavaScript, Machine Learning, Python, React",None,8.48,1.0,2,Software Developer
MBA,Computer Science,"Azure, Docker, Git, Linux, Python",AWS,7.69,1.0,2,DevOps Engineer
B.Sc,Electronics,"Java, JavaScript, Node.js, PHP",PMP,7.85,1.0,3,Frontend Developer
B.Tech,Data Science,"Git, JavaScript, MongoDB, Node.js, PHP, React",AWS,7.3,1.0,1,Frontend Developer
MCA,Information Technology,"Git, Java, Python, SQL",PMP,7.37,1.0,2,Software Developer
MCA,Computer Science,"Azure, Java, Python, SQL",Azure,7.83,2.0,3,Backend Developer
MCA,Computer Science,"Git, JavaScript, Node.js, React",None,7.22,1.0,1,Frontend Developer
B.E,Computer Science,"Git, JavaScript, Node.js, PHP, React",None,6.95,0.0,4,Frontend Developer
M.Tech,Information Technology,"Azure, Deep Learning, Machine Learning, Node.js, Python, SQL",AWS,8.59,2.0,5,Data Scientist
B.Tech,Computer Science,"Git, JavaScript, Python",Azure,7.41,0.0,5,Software Developer
M.Tech,Electronics,"AWS, Deep Learning, Machine Learning, MongoDB, Node.js, TensorFlow",Google Cloud,8.11,2.0,7,Data Scientist
B.Sc,Electronics,"Azure, C++, Docker, Kubernetes, Linux",AWS,7.53,1.0,3,DevOps Engineer
MCA,Information Technology,"Azure, C++, Git, Java, Linux, Python, SQL",Cisco,7.52,3.0,1,Software Developer
B.E,Computer Science,"AWS, Azure, Kubernetes, SQL",AWS,7.15,3.0,3,Cloud Engineer
B.E,Computer Science,"AWS, Azure, Kubernetes, Linux",AWS,7.65,1.0,1,DevOps Engineer
M.Tech,Computer Science,"AWS, Azure, C++, Docker, Git, Kubernetes",AWS,8.66,1.0,1,DevOps Engineer
BCA,Information Technology,"AWS, Machine Learning, Python, TensorFlow",None,8.24,2.0,2,Data Scientist
B.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux, MongoDB, Node.js",Azure,7.9,0.0,3,Cloud Engineer
B.Tech,Computer Science,"C++, Deep Learning, Machine Learning, Python, TensorFlow",Azure,7.4,1.0,4,AI Engineer
B.Sc,Computer Science,"JavaScript, React",Google Cloud,6.99,1.0,1,Frontend Developer
B.E,Electronics,"AWS, Docker, Linux",AWS,7.21,1.0,2,Cloud Engineer
M.Tech,Electronics,"AWS, Azure, Docker, Linux, MongoDB, SQL",Cisco,7.78,,1,Cloud Engineer
BCA,Computer Science,"AWS, Azure, Docker, Kubernetes, SQL",AWS,6.88,0.0,2,Cloud Engineer
B.Tech,Information Technology,"Azure, C++, Git, JavaScript, Linux, SQL",None,7.83,1.0,3,Software Developer
BCA,Electronics,"C++, Docker, Git, Python, TensorFlow",None,6.94,0.0,1,Software Developer
M.Tech,Electronics,"AWS, Deep Learning, Machine Learning, Python, TensorFlow",Google Cloud,8.61,1.0,4,AI Engineer
B.Tech,Information Technology,"Git, SQL",AWS,7.42,2.0,2,Software Developer
MCA,Information Technology,"Java, MongoDB, Node.js, Python",None,7.38,0.0,1,Software Developer
B.E,Information Technology,"AWS, Azure, Docker, Git, Linux",AWS,,1.0,4,DevOps Engineer
B.Sc,Data Science,"Deep Learning, Machine Learning, Python, TensorFlow",Google Cloud,,3.0,3,AI Engineer
B.Tech,Computer Science,"Git, JavaScript, Python, SQL",Google Cloud,5.4,0.0,1,Software Developer
B.Sc,Computer Science,"Azure, Git, Java, Machine Learning, Node.js, SQL",AWS,8.45,3.0,4,Backend Developer
M.Tech,Computer Science,"Azure, Kubernetes, Linux, Python",PMP,6.94,0.0,3,DevOps Engineer
B.Sc,Computer Science,"Deep Learning, Machine Learning, SQL",Azure,7.35,2.0,3,Data Scientist
M.Tech,Information Technology,"AWS, Linux, Machine Learning, MongoDB, Python, SQL",AWS,,3.0,3,Data Scientist
B.Sc,Computer Science,"Deep Learning, Machine Learning, Node.js, Python, TensorFlow",None,8.64,3.0,5,AI Engineer
B.Sc,Computer Science,"AWS, Azure, Deep Learning, Machine Learning, PHP, Python, SQL, TensorFlow",AWS,,1.0,3,Data Scientist
M.Tech,Computer Science,"Docker, Git, JavaScript, Machine Learning, React",None,8.94,3.0,5,Frontend Developer
B.Tech,Information Technology,"AWS, Azure, Git, Kubernetes, Linux",AWS,8.21,2.0,2,Cloud Engineer
M.Tech,Computer Science,"C++, Deep Learning, Machine Learning, MongoDB, PHP, Python, TensorFlow",Google Cloud,7.8,3.0,3,AI Engineer
M.Tech,Computer Science,"Deep Learning, Machine Learning, Python, TensorFlow",Google Cloud,7.97,1.0,6,AI Engineer
MCA,Data Science,"C++, Git, Machine Learning, MongoDB, Node.js, SQL",AWS,7.87,1.0,4,Backend Developer
B.Tech,Electronics,"Git, Java, JavaScript, MongoDB, Node.js, Python, SQL, TensorFlow",None,7.85,1.0,2,Backend Developer
B.Tech,Information Technology,"Deep Learning, Kubernetes, Machine Learning, Python, TensorFlow",AWS,,2.0,6,AI Engineer
MCA,Information Technology,"Git, Java, MongoDB, SQL",Google Cloud,8.81,1.0,1,Backend Developer
MCA,Computer Science,"C++, Deep Learning, Machine Learning, Python, TensorFlow",Google Cloud,8.83,2.0,4,AI Engineer
M.Tech,Information Technology,"Docker, Git, Java, Node.js, Python, SQL",AWS,7.67,1.0,2,Backend Developer
MCA,Electronics,"Docker, Kubernetes, Linux, Python",None,9.31,2.0,3,DevOps Engineer
M.Tech,Information Technology,"C++, Git, Machine Learning, Python, SQL, TensorFlow",None,7.47,1.0,3,Data Scientist
B.Tech,Information Technology,"AWS, Azure, Java, Kubernetes, Linux, Machine Learning",Azure,7.9,0.0,2,Cloud Engineer
BCA,Information Technology,"Git, JavaScript, Linux, React",AWS,6.83,2.0,6,Frontend Developer
BCA,Information Technology,"Git, JavaScript, Node.js, React",AWS,6.28,0.0,5,Frontend Developer
B.Tech,Electronics,"AWS, Git, Kubernetes, Linux",Google Cloud,7.66,1.0,2,DevOps Engineer
BCA,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux",AWS,6.89,0.0,3,Cloud Engineer
B.Tech,Computer Science,"Java, Kubernetes, MongoDB, SQL",Cisco,8.8,3.0,2,Backend Developer
M.Tech,Computer Science,"AWS, Azure, C++, Docker, Kubernetes, Linux",Azure,8.03,1.0,2,Cloud Engineer
MCA,Computer Science,"C++, Deep Learning, Docker, Machine Learning, Python",Google Cloud,8.06,2.0,6,AI Engineer
M.Tech,Computer Science,"C++, Deep Learning, Machine Learning, PHP, Python, TensorFlow",,8.15,2.0,5,AI Engineer
B.Tech,Computer Science,"Azure, Deep Learning, Python, TensorFlow",AWS,8.57,2.0,5,AI Engineer
B.Sc,Computer Science,"Git, Java, JavaScript, Node.js, PHP, Python, React",PMP,7.78,1.0,3,Frontend Developer
MCA,Data Science,"Deep Learning, Machine Learning, MongoDB, Python, TensorFlow",Azure,,2.0,2,AI Engineer
B.Sc,Computer Science,"Azure, Git, Java, JavaScript, Python",PMP,7.24,2.0,3,Backend Developer
B.Tech,Information Technology,"C++, Deep Learning, Git, Machine Learning, Python, TensorFlow",AWS,9.16,2.0,6,AI Engineer
B.Tech,Information Technology,"Git, JavaScript, Machine Learning, Python, TensorFlow",Google Cloud,7.19,1.0,4,AI Engineer
MCA,Data Science,"AWS, Git, Java, MongoDB, SQL",None,7.19,1.0,3,Backend Developer
MBA,Data Science,"Git, Kubernetes, Node.js, React",,6.23,1.0,4,Frontend Developer
B.Sc,Data Science,"Azure, Git, JavaScript, React, TensorFlow",None,7.63,1.0,5,Frontend Developer
B.Tech,Information Technology,"Deep Learning, Machine Learning, Node.js, Python, TensorFlow",Azure,8.97,1.0,1,Data Scientist
B.Sc,Information Technology,"Deep Learning, Machine Learning, Python, TensorFlow",None,8.11,1.0,5,Data Scientist
M.Tech,Computer Science,"AWS, Azure, Docker, JavaScript, Kubernetes, Linux, Machine Learning",Cisco,7.5,,2,Cloud Engineer
B.Tech,Data Science,"AWS, Docker, Git, Kubernetes, Linux, Machine Learning, Python",Azure,7.53,1.0,2,DevOps Engineer
B.Tech,Information Technology,"Git, Java, MongoDB, Python, SQL",AWS,7.73,3.0,3,Backend Developer
M.Tech,Computer Science,"Git, Java, JavaScript, MongoDB, Node.js, SQL",None,8.0,3.0,2,Backend Developer
MCA,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python, TensorFlow",None,7.79,1.0,2,DevOps Engineer
B.Tech,Information Technology,"Java, MongoDB, Node.js, Python, SQL",None,9.38,3.0,2,Backend Developer
MCA,Information Technology,"AWS, Deep Learning, Machine Learning, Python, SQL",Google Cloud,7.12,1.0,4,Data Scientist
MCA,Data Science,"Azure, Git, Java, JavaScript, Python, SQL",None,7.79,3.0,3,Software Developer
B.Tech,Electronics,"Git, Java, JavaScript, MongoDB, Python, React, SQL",,7.0,0.0,3,Backend Developer
MCA,Information Technology,"C++, Git, Java, Python, SQL",None,7.95,0.0,1,Software Developer
MCA,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux",AWS,7.68,1.0,1,DevOps Engineer
BCA,Electronics,"Git, JavaScript, Machine Learning, Node.js, PHP, React",AWS,7.46,3.0,3,Frontend Developer
BCA,Computer Science,"Docker, Git, JavaScript, MongoDB, Node.js, React",Google Cloud,8.53,0.0,7,Frontend Developer
B.Tech,Information Technology,"Docker, Git, Java, MongoDB, Node.js, Python, SQL",None,9.97,1.0,3,Backend Developer
BCA,Data Science,"Azure, Deep Learning, Machine Learning, Python, SQL",Azure,7.45,3.0,3,Data Scientist
B.Tech,Information Technology,"C++, Git, Java, JavaScript, Python, SQL",None,6.78,1.0,3,Software Developer
B.Tech,Data Science,"Java, SQL",None,8.27,0.0,2,Backend Developer
BCA,Information Technology,"C++, Linux, Machine Learning, Python, TensorFlow",,7.85,3.0,4,AI Engineer
B.Tech,Information Technology,"Git, Java, Kubernetes, Node.js, Python, SQL",AWS,6.25,2.0,5,Backend Developer
B.Tech,Computer Science,"AWS, Azure, Docker, Kubernetes, Linux",AWS,7.35,1.0,3,DevOps Engineer
B.Tech,Data Science,"AWS, Kubernetes, Linux, Machine Learning, PHP",Cisco,6.37,1.0,3,Cloud Engineer
B.Tech,Computer Science,"Git, Java, PHP",Azure,8.04,1.0,3,Software Developer
BCA,Information Technology,"AWS, Azure, Deep Learning, Docker, Git, Kubernetes, Linux, TensorFlow",Azure,7.67,1.0,1,DevOps Engineer
B.Tech,Electronics,"C++, Deep Learning, Machine Learning, Python, TensorFlow",AWS,8.2,2.0,3,AI Engineer
B.Tech,Data Science,"Git, Java, Python, SQL",PMP,7.8,1.0,3,Backend Developer
BCA,Data Science,"JavaScript, Node.js, React",None,7.4,2.0,1,Frontend Developer
M.Tech,Electronics,"MongoDB, Python, SQL, TensorFlow",Azure,7.73,2.0,4,Data Scientist
B.Tech,Computer Science,"Java, Node.js, SQL",AWS,8.75,,1,Backend Developer
B.Tech,Computer Science,"AWS, Machine Learning, PHP, TensorFlow",PMP,9.3,2.0,6,AI Engineer
M.Tech,Electronics,"Deep Learning, Machine Learning, Python",AWS,9.32,1.0,3,AI Engineer
B.Sc,Information Technology,"C++, Java, JavaScript, Node.js, Python, SQL",None,7.75,1.0,4,Software Developer
M.Tech,Information Technology,"C++, Machine Learning, Python, TensorFlow",Google Cloud,7.17,1.0,2,AI Engineer
MCA,Electronics,"C++, Git, JavaScript, Python",None,6.33,1.0,6,Software Developer
B.Tech,Data Science,"Docker, Git, Java, MongoDB, Node.js, SQL",AWS,6.0,1.0,3,Backend Developer
M.Tech,Data Science,"C++, Deep Learning, Machine Learning, Python, TensorFlow",None,7.66,2.0,8,AI Engineer
B.Tech,Computer Science,"AWS, Deep Learning, Machine Learning, Python, SQL, TensorFlow",None,8.85,2.0,1,Data Scientist
M.Tech,Information Technology,"Deep Learning, Git, Machine Learning, Python, TensorFlow",None,8.1,1.0,5,AI Engineer
M.Tech,Computer Science,"Deep Learning, Python, React, TensorFlow",Google Cloud,7.38,3.0,7,AI Engineer
M.Tech,Computer Science,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python, SQL",,7.97,1.0,1,DevOps Engineer
B.Tech,Information Technology,"AWS, Azure, Docker, Kubernetes, Linux, SQL",Google Cloud,6.93,,2,Cloud Engineer
BCA,Computer Science,"Git, JavaScript, React",PMP,6.39,1.0,1,Frontend Developer
MCA,Information Technology,"Azure, Docker, Git, Kubernetes, Linux, Python",Google Cloud,8.62,0.0,2,DevOps Engineer
B.Sc,Information Technology,"AWS, Azure, Docker, Machine Learning, Python, SQL, TensorFlow",AWS,9.45,1.0,3,Data Scientist
BCA,Information Technology,"AWS, Azure, Kubernetes, Linux, MongoDB",AWS,7.77,1.0,1,Cloud Engineer
B.Tech,Information Technology,"Deep Learning, Python, TensorFlow",AWS,8.26,3.0,5,AI Engineer
B.Tech,Computer Science,"JavaScript, React",None,8.37,0.0,4,Frontend Developer
B.Tech,Data Science,"AWS, Azure, Docker, Kubernetes, Linux, React",AWS,8.25,2.0,4,Cloud Engineer
B.Tech,Computer Science,"Git, JavaScript, React",AWS,7.41,1.0,5,Frontend Developer
MCA,Electronics,"C++, Git, JavaScript, Linux, Machine Learning, SQL",Google Cloud,7.7,,1,Software Developer
B.Tech,Computer Science,"Docker, Git, Java, Kubernetes, Linux, Python",Cisco,7.79,1.0,2,DevOps Engineer
BCA,Data Science,"Git, Node.js, Python, SQL",None,8.59,1.0,4,Backend Developer
MCA,Computer Science,"C++, Docker, SQL",None,7.27,1.0,2,Software Developer
B.Sc,Data Science,"Git, Python, SQL",Google Cloud,6.62,1.0,1,Backend Developer
M.Tech,Computer Science,"C++, Deep Learning, Git, Machine Learning, SQL, TensorFlow",Google Cloud,8.62,3.0,3,AI Engineer
BCA,Information Technology,"Machine Learning, Python, SQL, TensorFlow",Azure,9.53,2.0,2,Data Scientist
B.Tech,Information Technology,"AWS, Azure, Docker, Git, JavaScript, Kubernetes, Linux, Python",Azure,8.32,2.0,3,DevOps Engineer
M.Tech,Data Science,"AWS, Deep Learning, Machine Learning, MongoDB, Python",AWS,8.13,2.0,3,Data Scientist
B.Tech,Data Science,"AWS, Docker, Git, Kubernetes, Python",AWS,8.11,2.0,1,DevOps Engineer
B.E,Data Science,"AWS, Docker, Kubernetes, Linux, SQL",Azure,7.97,2.0,1,Cloud Engineer
BCA,Data Science,"Azure, Docker, Git, JavaScript, Python",AWS,7.9,2.0,4,Software Developer
B.Tech,Electronics,"AWS, Azure, Docker, Git, Kubernetes, Linux, Python",AWS,8.56,0.0,1,DevOps Engineer
BCA,Electronics,"Git, Java, MongoDB, Node.js, Python, React, SQL",None,6.68,2.0,3,Backend Developer
B.Tech,Computer Science,"Machine Learning, Python, SQL, TensorFlow",AWS,7.34,2.0,2,Data Scientist
BCA,Data Science,"AWS, Git, JavaScript, Node.js, React",PMP,8.38,2.0,3,Frontend Developer
B.Tech,Information Technology,"AWS, C++, Git, Java, Python, TensorFlow",AWS,,1.0,3,Software Developer
M.Tech,Data Science,"JavaScript, Python, SQL",AWS,6.19,3.0,4,Software Developer
BCA,Computer Science,"Git, Java, JavaScript, MongoDB, PHP, Python, SQL",None,7.06,0.0,3,Backend Developer
BCA,Computer Science,"C++, Docker, Git, JavaScript",None,6.92,2.0,1,Software Developer
BCA,Computer Science,"Docker, Git, Java, JavaScript, Python",None,6.93,0.0,3,Software Developer
B.Tech,Data Science,"Git, Node.js",Google Cloud,8.16,2.0,3,Backend Developer
MCA,Information Technology,"Git, Java, Node.js, Python",None,8.54,1.0,3,Backend Developer
MCA,Computer Science,"Git, MongoDB, Node.js, Python, React, SQL",Azure,8.1,1.0,3,Backend Developer
MCA,Information Technology,"Azure, Kubernetes, Linux, Python",Cisco,9.14,1.0,5,DevOps Engineer
B.Sc,Electronics,"Git, JavaScript, Linux, Node.js, React",None,9.36,,5,Frontend Developer
M.Tech,Data Science,"Java, Machine Learning, MongoDB, Python, SQL",Azure,7.52,3.0,1,Data Scientist
B.Tech,Data Science,"C++, Git, Java, JavaScript, Linux",None,8.03,2.0,3,Software Developer
B.Tech,Information Technology,"Deep Learning, Machine Learning, Python, SQL, TensorFlow",AWS,8.64,2.0,6,Data Scientist
M.Tech,Computer Science,"Deep Learning, Python, SQL, TensorFlow",Azure,8.34,3.0,7,Data Scientist
B.Tech,Computer Science,"Git, JavaScript, Node.js, PHP, Python, React",None,6.89,3.0,3,Frontend Developer
B.Tech,Electronics,"AWS, Azure, Docker, Git, Kubernetes, Linux, Node.js",Azure,,3.0,3,Cloud Engineer
M.Tech,Data Science,"Deep Learning, Kubernetes, Machine Learning, Node.js, Python, SQL, TensorFlow",Cisco,8.62,2.0,3,Data Scientist
BCA,Computer Science,"Git, JavaScript, Kubernetes, Node.js, PHP, React, TensorFlow",None,8.06,1.0,4,Frontend Developer
